id_reservation,price,nbr_reservations,nbr_visitors,marketing_spend,market_count,reservation_status,event_title,event_type,event_date,category_name,city,country,rating,comment,trend_score,growth_rate_pct,capacity_min,capacity_max,venue_type,entertainer_name,entertainer_category,nationality,followers_instagram,followers_tiktok,entertainer_price
9660,9955.0,203,1417,23000.0,6,confirmed,View modern.,Corporate Event,2025-03-12,Corporate,Mahdia,Tunisie,3,Dog make up within performance.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
14605,11299.0,229,3480,23000.0,2,confirmed,Leader write.,Birthday,2023-06-13,Wedding,Mahdia,Tunisie,1,School represent few nature.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6630,3910.0,203,1417,26000.0,0,confirmed,Pretty fish common.,Birthday,2023-09-20,Birthday,Mahdia,Tunisie,1,Ready personal seem set maybe site even.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
7816,10258.0,239,4101,26000.0,6,cancelled,Theory change clearly.,Birthday,2025-06-01,Corporate,Mahdia,Tunisie,5,Discuss success grow experience.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
16950,647.0,203,1258,17000.0,0,pending,Ahead rich people.,Corporate Event,2025-10-17,Birthday,Mahdia,Tunisie,2,Late top understand half second particular nice.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
6090,7228.0,155,66,26000.0,0,confirmed,Door identify movement stock.,Corporate Event,2024-02-08,Birthday,Mahdia,Tunisie,1,Account camera they with industry.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
3281,14124.0,203,1417,25000.0,2,cancelled,Service there.,Birthday,2024-12-01,Wedding,Mahdia,Tunisie,1,Notice response win too stuff need.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
606,6611.0,126,4896,15000.0,2,pending,Interest.,Wedding,2025-05-11,Wedding,Mahdia,Tunisie,2,Job other such simply available house.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
2110,14853.0,252,1608,12000.0,0,confirmed,Democratic have.,Corporate Event,2024-01-28,Birthday,Mahdia,Tunisie,1,Place yard program position.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
7916,12464.0,252,1608,21000.0,6,cancelled,Without also information.,Corporate Event,2024-04-09,Corporate,Mahdia,Tunisie,5,NaN,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
9579,10649.0,252,1608,12000.0,0,pending,Ever modern.,Birthday,2024-01-28,Birthday,Mahdia,Tunisie,4,Student want bar consider.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
3017,1523.0,202,1983,21000.0,6,pending,Without single choice.,Corporate Event,2023-03-30,Corporate,Mahdia,Tunisie,4,Need prepare entire walk sort boy pay.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
3167,12119.0,176,3661,20000.0,0,confirmed,Avoid enjoy ago.,Birthday,2024-06-27,Birthday,Mahdia,Tunisie,2,Kid check again husband especially father than newspaper.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
17244,9051.0,42,3577,24000.0,2,confirmed,Apply grow.,Birthday,2024-12-11,Wedding,Mahdia,Tunisie,3,There production hundred picture something sport.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17675,12594.0,176,3661,19000.0,2,pending,Before charge.,Corporate Event,2023-09-04,Wedding,Mahdia,Tunisie,5,Produce financial so goal decision conference.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10639,4803.0,298,962,17000.0,2,cancelled,Effect win music step.,Corporate Event,2023-01-30,Wedding,Mahdia,Tunisie,1,Call money peace leave lot.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
11629,9321.0,203,1417,12000.0,2,cancelled,Allow seek raise.,Birthday,2023-05-20,Wedding,Mahdia,Tunisie,5,Something address part we.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16329,8615.0,203,1258,24000.0,2,cancelled,Official nation dark.,Corporate Event,2024-05-14,Wedding,Mahdia,Tunisie,4,Discussion pressure spend discover capital.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3902,5075.0,252,1608,13000.0,2,cancelled,Drug technology.,Corporate Event,2022-05-29,Wedding,Mahdia,Tunisie,5,What want card something you direction report.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17909,1378.0,252,1608,25000.0,6,cancelled,Whatever cover ahead.,Birthday,2023-07-07,Corporate,Mahdia,Tunisie,5,Only appear teach need may energy.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
7601,12612.0,203,1417,25000.0,6,cancelled,Join before purpose.,Corporate Event,2023-06-09,Corporate,Mahdia,Tunisie,5,Quite only parent arm many along find sing.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
5495,1800.0,202,1983,25000.0,0,cancelled,Left perhaps clear.,Birthday,2023-01-07,Birthday,Mahdia,Tunisie,3,Have ten campaign marriage.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9227,5638.0,202,1983,17000.0,2,pending,Available the coach.,Corporate Event,2024-10-28,Wedding,Mahdia,Tunisie,2,Official detail ready popular situation reduce response.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4198,8271.0,155,66,26000.0,6,pending,Buy different.,Birthday,2022-10-13,Corporate,Mahdia,Tunisie,5,Always college identify step others magazine.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
5360,2541.0,298,962,12000.0,0,pending,Available growth week.,Corporate Event,2024-08-13,Birthday,Mahdia,Tunisie,1,Home head everyone small.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10232,10198.0,252,1608,25000.0,2,cancelled,Teacher.,Wedding,2023-02-23,Wedding,Mahdia,Tunisie,4,Fear avoid member you.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
13537,3564.0,229,3480,12000.0,2,confirmed,Attack popular.,Birthday,2024-12-23,Wedding,Mahdia,Tunisie,2,Defense benefit why either.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16725,608.0,203,1258,26000.0,0,cancelled,Increase start.,Birthday,2025-09-17,Birthday,Mahdia,Tunisie,1,Scientist ground threat religious question modern poor trade.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
2923,10235.0,229,3480,19000.0,6,pending,History.,Corporate Event,2025-04-26,Corporate,Mahdia,Tunisie,1,Entire return most management you apply care.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
6068,7196.0,249,22215,20000.0,0,confirmed,Fill lay inside leave.,Wedding,2022-06-16,Birthday,Mahdia,Tunisie,3,Find animal fact white poor next nation I.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
1643,13879.0,298,962,22000.0,2,pending,Adult forget any.,Wedding,2025-09-17,Wedding,Mahdia,Tunisie,2,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
17834,996.0,42,3577,26000.0,0,confirmed,May.,Birthday,2025-10-23,Birthday,Mahdia,Tunisie,4,NaN,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
6343,11065.0,298,962,25000.0,2,pending,Son science old.,Wedding,2025-03-20,Wedding,Mahdia,Tunisie,2,Dinner view their sure seat.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
424,7737.0,249,22215,12000.0,2,cancelled,Later.,Corporate Event,2023-10-15,Wedding,Mahdia,Tunisie,1,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10321,1983.0,252,1608,22000.0,6,confirmed,Treatment imagine.,Corporate Event,2024-09-26,Corporate,Mahdia,Tunisie,4,Would rest stay million play training.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
13573,8265.0,155,66,17000.0,0,confirmed,Analysis institution.,Birthday,2023-03-09,Birthday,Mahdia,Tunisie,5,NaN,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
894,14860.0,202,1983,12000.0,0,pending,Include stand lead.,Wedding,2025-03-18,Birthday,Mahdia,Tunisie,1,Two attention population left sing whatever recognize happy.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
1084,11990.0,229,3480,26000.0,0,confirmed,Exist affect.,Birthday,2022-09-03,Birthday,Mahdia,Tunisie,2,Southern son article mother share hot.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
16332,716.0,298,962,19000.0,0,confirmed,Exactly.,Corporate Event,2024-10-23,Birthday,Mahdia,Tunisie,3,Blue along culture cultural particularly.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
12626,6363.0,203,1417,26000.0,2,cancelled,Sense break federal.,Birthday,2024-10-09,Wedding,Mahdia,Tunisie,3,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15606,730.0,202,1983,24000.0,2,cancelled,Chair production.,Wedding,2025-05-29,Wedding,Mahdia,Tunisie,2,Program throughout car difficult term defense.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14335,1925.0,229,3480,21000.0,2,cancelled,Get level yourself special.,Corporate Event,2022-01-06,Wedding,Mahdia,Tunisie,4,History truth way.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15226,2717.0,176,3661,17000.0,0,confirmed,Over hundred region.,Birthday,2024-04-25,Birthday,Mahdia,Tunisie,4,Pressure let night drive give daughter attorney particularly.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
17768,12020.0,252,1608,26000.0,0,confirmed,Action dream strong.,Corporate Event,2023-10-13,Birthday,Mahdia,Tunisie,4,Film high class.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10775,12676.0,176,3661,17000.0,2,cancelled,Hand institution success.,Corporate Event,2022-12-21,Wedding,Mahdia,Tunisie,1,Girl exist any parent daughter reflect professor.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
7418,5024.0,203,1258,20000.0,6,cancelled,Father certainly.,Wedding,2022-07-03,Corporate,Mahdia,Tunisie,5,Conference media appear especially despite kitchen voice report.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
15565,14028.0,229,3480,13000.0,6,pending,Table perform.,Corporate Event,2022-05-11,Corporate,Mahdia,Tunisie,2,I amount media yeah while.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
11721,3816.0,126,4896,23000.0,2,pending,Require else head military.,Birthday,2023-09-07,Wedding,Mahdia,Tunisie,1,Street rock economic name option church.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16841,1390.0,298,962,12000.0,2,pending,Idea owner point.,Birthday,2023-09-01,Wedding,Mahdia,Tunisie,5,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4964,9375.0,298,962,21000.0,2,confirmed,Head guy market.,Wedding,2025-04-02,Wedding,Mahdia,Tunisie,1,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6146,4807.0,203,1258,20000.0,2,confirmed,Explain issue.,Corporate Event,2022-04-28,Wedding,Mahdia,Tunisie,3,Beat back education final among.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3130,2854.0,176,3661,20000.0,2,confirmed,Mention lose hope.,Corporate Event,2023-12-20,Wedding,Mahdia,Tunisie,1,Her method participant her production capital tend manage.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
591,14459.0,298,962,13000.0,0,confirmed,Beyond put eat.,Birthday,2024-06-15,Birthday,Mahdia,Tunisie,3,Subject billion them girl no.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9228,9493.0,298,962,25000.0,2,cancelled,Have.,Wedding,2024-09-06,Wedding,Mahdia,Tunisie,1,Scientist hundred know box tonight member front.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
12424,12625.0,252,1608,24000.0,0,pending,Well doctor grow.,Corporate Event,2025-12-11,Birthday,Mahdia,Tunisie,4,NaN,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
15900,6798.0,252,1608,22000.0,2,confirmed,Compare then economy.,Corporate Event,2025-05-01,Wedding,Mahdia,Tunisie,1,New voice guess might rather real.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
2704,13938.0,126,4896,26000.0,0,pending,Few subject smile.,Wedding,2023-05-15,Birthday,Mahdia,Tunisie,4,System sit break worry.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10438,4144.0,126,4896,24000.0,6,cancelled,Hear pull.,Wedding,2025-04-18,Corporate,Mahdia,Tunisie,3,NaN,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
3278,10855.0,229,3480,17000.0,0,confirmed,Career turn loss.,Wedding,2022-01-22,Birthday,Mahdia,Tunisie,1,Because spend happy state air save.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
2336,3739.0,239,4101,26000.0,0,cancelled,Successful require.,Corporate Event,2023-09-14,Birthday,Mahdia,Tunisie,3,Building maybe everything camera respond.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
5214,2183.0,203,1417,23000.0,2,pending,Space compare class.,Birthday,2022-10-23,Wedding,Mahdia,Tunisie,1,Fear focus add.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
1527,8361.0,42,3577,20000.0,2,pending,Later play center chance.,Birthday,2024-12-08,Wedding,Mahdia,Tunisie,3,Character generation new door forget general seven bill.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4079,1374.0,229,3480,21000.0,2,pending,Defense question bag.,Corporate Event,2023-03-25,Wedding,Mahdia,Tunisie,5,Trouble energy cut public box born the.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
15904,10280.0,155,66,12000.0,2,confirmed,Lawyer nearly reduce.,Corporate Event,2023-01-15,Wedding,Mahdia,Tunisie,1,Both population subject simply everybody forward.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14525,7487.0,126,4896,15000.0,2,cancelled,West able cold.,Birthday,2024-12-02,Wedding,Mahdia,Tunisie,2,NaN,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
13339,14615.0,203,1417,12000.0,0,confirmed,Big.,Birthday,2022-10-04,Birthday,Mahdia,Tunisie,2,Particularly statement million enjoy.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
10025,7337.0,126,4896,22000.0,2,cancelled,Miss dream catch.,Corporate Event,2024-11-13,Wedding,Mahdia,Tunisie,5,Phone gun business through.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3652,13506.0,229,3480,17000.0,2,cancelled,Cup affect.,Wedding,2022-10-03,Wedding,Mahdia,Tunisie,3,Process security too music sea.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14510,9102.0,176,3661,12000.0,2,confirmed,Artist body.,Birthday,2025-12-26,Wedding,Mahdia,Tunisie,2,Old unit understand inside present quickly small.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
6140,11467.0,249,22215,15000.0,6,cancelled,View rather black.,Corporate Event,2023-06-30,Corporate,Mahdia,Tunisie,5,Share perhaps political threat.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
6823,10374.0,42,3577,22000.0,2,confirmed,Strategy.,Birthday,2025-11-01,Wedding,Mahdia,Tunisie,4,Continue challenge establish language.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
8760,3612.0,42,3577,17000.0,6,confirmed,Task condition relationship.,Corporate Event,2023-11-14,Corporate,Mahdia,Tunisie,2,Different agree best nearly way teach value.,0.0,0.0,200,400,Venues de mariage privées,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
5242,9974.0,155,66,22000.0,2,confirmed,Worker so.,Wedding,2024-06-25,Wedding,Mahdia,Tunisie,4,Again six bed drop high theory level.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
7872,9068.0,298,962,25000.0,2,cancelled,Never short.,Birthday,2024-12-16,Wedding,Mahdia,Tunisie,5,Catch have lead suffer source all compare.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5997,14872.0,126,4896,24000.0,0,confirmed,Race local.,Birthday,2023-02-07,Birthday,Mahdia,Tunisie,2,Sea analysis much budget analysis.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9091,3445.0,176,3661,25000.0,2,pending,Account plan.,Corporate Event,2022-07-22,Wedding,Mahdia,Tunisie,1,Service know power girl at pass movie.,0.0,0.0,200,400,Venues de mariage privées,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5887,14299.0,126,4896,15000.0,0,pending,Assume.,Corporate Event,2024-04-14,Birthday,Mahdia,Tunisie,1,War play expect friend care green health.,0.0,0.0,200,400,Venues de mariage privées,Mehdi r2m officiel,Singer,Tunisian,0,0,60
2210,14261.0,203,1417,12000.0,10,confirmed,Evidence early.,Wedding,2023-03-14,Birthday,Sfax,Tunisie,5,Blue save deep hour college pull throw finally.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
7016,816.0,42,3577,17000.0,16,cancelled,Response region hotel.,Corporate Event,2022-04-08,Wedding,Sfax,Tunisie,5,With senior until section record.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
4489,4030.0,252,1608,13000.0,0,cancelled,Part reduce.,Corporate Event,2022-11-24,Wedding,Sfax,Tunisie,4,Contain benefit whose threat never.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10748,4102.0,249,22215,26000.0,10,cancelled,Process feel find.,Wedding,2022-06-17,Birthday,Sfax,Tunisie,2,Sign fight order.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
3949,8664.0,202,1983,23000.0,0,confirmed,Civil approach.,Corporate Event,2024-08-18,Wedding,Sfax,Tunisie,3,Talk window evidence challenge why arrive.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10335,5560.0,298,962,12000.0,10,confirmed,Piece even method.,Corporate Event,2024-08-27,Birthday,Sfax,Tunisie,3,Sister charge act western national cost.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9584,1150.0,298,962,26000.0,0,pending,Thing down.,Wedding,2023-08-13,Wedding,Sfax,Tunisie,3,End test about use surface health.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10520,13056.0,126,4896,12000.0,10,confirmed,Direction.,Birthday,2023-09-24,Birthday,Sfax,Tunisie,1,Rate situation affect current.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9792,10291.0,126,4896,17000.0,0,cancelled,Once new.,Wedding,2025-07-10,Wedding,Sfax,Tunisie,3,Federal create hair industry course.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
11653,11511.0,176,3661,26000.0,10,pending,Family three.,Wedding,2023-04-18,Birthday,Sfax,Tunisie,2,Here draw language become sport.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
12779,6075.0,155,66,23000.0,3,confirmed,Mission across art.,Wedding,2025-04-04,Corporate,Sfax,Tunisie,4,May there rate nature.,0.0,0.0,200,500,Hotel,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
6546,787.0,203,1258,19000.0,16,cancelled,Candidate.,Wedding,2023-09-20,Wedding,Sfax,Tunisie,4,Similar section rather glass.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5455,2766.0,239,4101,13000.0,10,cancelled,Economic safe phone.,Birthday,2025-12-08,Birthday,Sfax,Tunisie,1,Just stuff person training thing law various.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
11567,12187.0,202,1983,20000.0,0,cancelled,Note base.,Birthday,2022-02-16,Wedding,Sfax,Tunisie,2,Car player voice evidence various attack administration.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
1613,92180.0,42,3577,12000.0,0,pending,Place couple nation.,Birthday,2023-04-11,Wedding,Sfax,Tunisie,5,Fight street forget.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5718,8460.0,202,1983,15000.0,10,confirmed,Force.,Birthday,2024-10-16,Birthday,Sfax,Tunisie,4,Sense else capital officer total.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
9449,7187.0,298,962,12000.0,10,pending,Current.,Birthday,2023-01-27,Birthday,Sfax,Tunisie,1,Base address theory continue school six I.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
17707,6746.0,176,3661,13000.0,16,pending,Produce middle.,Corporate Event,2023-05-30,Wedding,Sfax,Tunisie,1,Us film grow office.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
9580,14400.0,298,962,17000.0,0,pending,Nice writer you.,Birthday,2024-01-18,Wedding,Sfax,Tunisie,1,Move laugh imagine computer would conference himself.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
8644,484.0,239,4101,12000.0,16,confirmed,Box plan.,Wedding,2025-08-07,Wedding,Sfax,Tunisie,5,Light discover history possible situation us pay.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
3647,478.0,42,3577,15000.0,0,cancelled,His indeed western floor.,Birthday,2022-08-09,Wedding,Sfax,Tunisie,3,Face attention huge great must woman.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
5066,13003.0,239,4101,24000.0,16,cancelled,Market understand.,Corporate Event,2022-04-23,Wedding,Sfax,Tunisie,3,Service specific read begin language.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
14999,499.0,176,3661,13000.0,0,pending,Another item.,Wedding,2025-06-14,Wedding,Sfax,Tunisie,1,House admit voice local teach.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
9346,9113.0,126,4896,25000.0,0,confirmed,Large prove.,Wedding,2025-09-07,Wedding,Sfax,Tunisie,3,Sound theory both.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
11172,8413.0,176,3661,24000.0,10,pending,Month happen cost.,Birthday,2025-06-07,Birthday,Sfax,Tunisie,1,Development season television sound never meeting growth.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
5325,12444.0,203,1417,12000.0,3,cancelled,West able cold.,Birthday,2024-12-02,Corporate,Sfax,Tunisie,4,Author in administration student.,0.0,0.0,200,500,Hotel,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
9448,3844.0,298,962,25000.0,3,pending,News tonight free.,Corporate Event,2022-09-12,Corporate,Sfax,Tunisie,4,Middle seat face wide.,0.0,0.0,200,500,Hotel,Marambenazizaofficial,"Actors, TV Host",Tunisian,2600000,40600,25000
12219,10784.0,202,1983,24000.0,10,pending,Cause a unit.,Birthday,2022-07-24,Birthday,Sfax,Tunisie,5,Arrive need will store practice reality value.,0.0,0.0,200,500,Hotel,Mehdi r2m officiel,Singer,Tunisian,0,0,60
4762,5109.0,239,4101,12000.0,0,pending,Through.,Wedding,2023-10-02,Wedding,Sfax,Tunisie,5,Catch remain know.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
274,4936.0,229,3480,26000.0,0,cancelled,Involve girl build.,Birthday,2023-03-23,Wedding,Sfax,Tunisie,4,NaN,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
10053,12656.0,203,1258,24000.0,16,cancelled,Us suffer.,Birthday,2024-07-24,Wedding,Sfax,Tunisie,3,Movie offer successful first.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
16078,4876.0,249,22215,23000.0,0,confirmed,Dinner.,Wedding,2025-10-19,Wedding,Sfax,Tunisie,1,With how great hair increase.,0.0,0.0,200,500,Hotel,Ghadamaatouk,"Singer, Actors",Tunisian,765800,64700,6000
